nr;czas;koszt
8;0.0107149;6115
8;0.011279;6078
8;0.0117247;6029
8;0.013191;6010
8;0.0135869;6003
8;0.0150397;5958
8;0.0152707;5957
8;0.0160955;5953
8;0.017952;5932
8;0.0183997;5928
8;0.0191728;5900
8;0.019408;5833
8;0.0212148;5822
8;0.022036;5789
8;0.0222914;5788
8;0.022813;5769
8;0.0251189;5750
8;0.0252696;5722
8;0.0260554;5720
8;0.0280313;5716
8;0.0305065;5714
8;0.0309257;5709
8;0.0314326;5609
8;0.0316003;5598
8;0.0333292;5588
8;0.0334318;5522
8;0.0366905;5427
8;0.0369499;5385
8;0.0377991;5374
8;0.0382307;5338
8;0.0412523;5321
8;0.041339;5270
8;0.0444102;5249
8;0.0477888;5247
8;0.0479998;5231
8;0.0571878;5226
8;0.0576531;5204
8;0.0576559;5194
8;0.0592968;5168
8;0.0606494;5149
8;0.0615998;5135
8;0.0628163;5131
8;0.0649735;5129
8;0.067363;5108
8;0.0694069;5091
8;0.0701598;5041
8;0.0749759;5020
8;0.0754821;5011
8;0.0783347;4940
8;0.0807805;4930
8;0.0813041;4888
8;0.0826494;4861
8;0.0845676;4841
8;0.0852704;4834
8;0.0854075;4814
8;0.0877957;4812
8;0.0882493;4780
8;0.0925818;4777
8;0.0936369;4766
8;0.0936692;4762
8;0.0940781;4718
8;0.0942777;4687
8;0.0950826;4673
8;0.105437;4661
8;0.108103;4610
8;0.109491;4588
8;0.124018;4582
8;0.124601;4552
8;0.126219;4519
8;0.129459;4504
8;0.12961;4488
8;0.138953;4429
8;0.141045;4417
8;0.154255;4413
8;0.154722;4409
8;0.154864;4382
8;0.159514;4377
8;0.164773;4371
8;0.166658;4364
8;0.187921;4316
8;0.192919;4302
8;0.200215;4298
8;0.203012;4277
8;0.228084;4261
8;0.230469;4209
8;0.232875;4196
8;0.236673;4146
8;0.236709;4122
8;0.239542;4109
8;0.272362;4099
8;0.295438;4053
8;0.314271;4031
8;0.32568;4009
8;0.341042;3981
8;0.358903;3977
8;0.403646;3962
8;0.451325;3942
8;0.451938;3939
8;0.455538;3935
8;0.458373;3930
8;0.465903;3866
8;0.474844;3852
8;0.486549;3834
8;0.493578;3828
8;0.501918;3798
8;0.564653;3794
8;0.59249;3784
8;0.601317;3769
8;0.603412;3760
8;0.640042;3751
8;0.649893;3733
8;0.754958;3722
8;0.807106;3718
8;0.842551;3709
8;0.8606;3697
8;0.926958;3679
8;1.29992;3656
8;1.3002;3648
